,listing_id,id,date,reviewer_id,reviewer_name,comments
236782,34751139,466948304,2019-06-09,127767399,Gregory,perfect place for a short getaway. easy in and out street parking. one of the better airbnb’s i’ve ever stayed at.
158835,21435378,237895638,2018-02-24,73351514,Mark,Loved the place! Would stay again.
105671,15509056,244510336,2018-03-18,111400648,Joan,"Great location near a great coffee shop ""Thump""!  Parking is a little challenging in the evening.  Fun little apartment with cute amenities.  The sheets and towels smell really clean.  Thanks"
8903,915016,28875076,2015-03-31,27263422,Mary,"Charming apartment, perfect for two, had everything we needed. Great location (except for parking). We just left the car when we could and easily walked to grocery stores, restaurants, shows and downtown movies."
131297,18535441,483756710,2019-07-07,168532167,Taylar,"Patrick's place is exactly what we were looking for during our long weekend stay in Denver! Walking distance to many great breweries and restaurants and a quick Uber to many of the other neighborhoods in Denver. Having two and half baths for two couples was perfect, and each room is exactly the same. We also really enjoyed the upstairs patio. Would definitely recommend and stay again."
205948,27554725,461537388,2019-05-31,48980157,{MJ} Manjhunath,"This was my first time visiting Denver, Jeremiah’s place was perfect close to downtown. Right opposite his place is the bus station if you are into public transport. He as a person is very friendly, articulate, stories and have amazing hobbies to share. Highly recommend you to consider your stay with him. Specially kudos to all the food he left for grabs and fully equipped kitchen."
136043,19121239,186457758,2017-08-24,10679576,Beth,Lovely home in a great neighborhood. Very quiet.
148869,20730936,480378526,2019-07-02,60706295,Holly,"Wonderful home for 1-2 people. The location was superb. The neighborhood was quiet and historic. We enjoyed the space and privacy offered by the home. 

The bed and furniture were very comfortable.  Everything we needed to make simple meals was available. We also appreciated the dishwasher and washer and dryer.  

Julia was helpful and communicative. She was flexible and easy to work with when an additional night was needed. I highly recommend this home and Julia as a host."
69274,10927816,548474146,2019-10-17,116093288,Britany,wish I could have stayed but I had to cancel last minute due to unforeseen circumstances.  Seems amazing though
173360,22910034,551830067,2019-10-20,286767514,Jake,Great! Great! Great!
745,592,2191337,2012-09-04,1972372,Chih-Yu,"Jill wasn't around during my stay, but she made sure that I got all the directions before my arrival. The room was clean and comfortable, and I slept very well every night. The bathroom was well maintained, and having clean towels and all the toiletries is a plus. Definitely a nice place to stay for those who visit Denver!"
217409,29651515,512736119,2019-08-18,203329313,Brady,"We were a group of 10 college aged guys coming out to Denver for a concert. Great house just 10 minutes from downtown. We mostly used the house for sleeping and weren’t there at all during the day. With that being said, some small upkeep is needed in the backyard to really maximize the space the property has. Other than that it was a perfect place to crash after a long day of hiking or exploring the city."
97980,14732176,240882883,2018-03-06,159997330,Maren,Great recommendations for restaurants and very clean and super accommodating!
122064,17251698,211668357,2017-11-13,24547701,Bena,"Nice, clean place with lots of places nearby to eat and drink.
The home is very comfortable. Would recommend staying here."
104488,15378908,333861242,2018-10-07,102471721,Tony,A rustic retreat. Great location. Excellent attention to detail. We’ll be back!
173471,22922557,455487633,2019-05-19,70956936,Kathryn,"Wonderful location. Close to some amazing restaurants, a Walgreens, liquor store, and Starbucks. Cj was super helpful and friendly before and during our stay. Wonderful outdoor patio and overall would definitely recommend!"
79885,12890649,341380196,2018-10-26,36419129,Andrea,Beautiful house with big rooms and space at a good location with a very kind and uncomplicated host.
243835,38585608,563420528,2019-11-12,257423592,William,Kim’s place is very cozy and sparkling clean.  It is one of our favorites.  It is nestled in a beautiful historical neighborhood.  Everything inside the apartment is nice and new.  Kim is a very thoughtful and wonderful host.
119183,16913376,422297903,2019-03-10,108842464,Hanna,"We had a total of 4 people, and this house was perfect!  We had enough space, an amazing rooftop, and such cozy beds. If you’re looking to get out to Denver, for the city and the mountains, this is the perfect place. You can see both from the roof! Leah also gave great recommendations for local activities/eats. We plan on coming back next year!!"
122170,17255205,138010715,2017-03-18,11297913,Anna,Awesome apartment in an unbeatable location in Denver.
69937,11065664,184444410,2017-08-19,118938178,Mike,"Great location, wonderful host. Strongly recommend."
77795,12606455,309129699,2018-08-17,79245641,Karen,"Deana is a warm and charming hostess, and her lovely home is in a quiet and peaceful street. Everything we needed was thoughtfully provided."
150728,20917414,219748421,2017-12-18,103131596,Charyl,"Good location. Clean, stylish place."
236689,34745247,464922571,2019-06-06,39760105,David,Very nice place. Great communication from host. Would recommend.
96634,14488549,142917850,2017-04-09,90870226,Bre,"Great loft that basically sits on 16th street mall! Alexandre is super responsive, accommodating, & communicative! Highly recommend staying here!"
212255,28844859,532967567,2019-09-20,15743949,Bhuvi,"The place was great, convenient location. Unfortunately it can get a little noisy at times. Nonetheless, the space was nice and well furnished."
239750,36235699,534466654,2019-09-22,64022239,Jacki,"Red door was a fantastic location. Plenty of restaurants/dispensaries/etc. within walking distance. Very close to Tejon st/little man ice cream and other pocket neighborhoods within walking distance. We walked to Coors Field with no problem. Coming back from downtown IS all uphill - and we had an absolute BLAST riding around on scooters to avoid it a few times! The driveway is a huge perk, as it is a densely populated city area. Nothing to do with the house - but drive slow and careful in the neighborhood. Visibility isn’t great with parked cars and confusing 2-way and 4-way stop signs. But this North-Easterner found all of the drivers very accommodating and understanding :) 

The backyard was great for morning coffee and a nite cap. We met one of the other guests and had a great time hanging out with him for a little bit."
78093,12649682,174398635,2017-07-25,38975465,Alexandria,"Maren and Diego's place for the perfect spot in Denver. I could not have asked for a better Airbnb. The place for easy to find, in a great location and the house, was better than the pictures! Maren and Diego made me feel at home, even though I only saw them a couple of times. I highly recommend this place to anyone staying in the Denver area."
220694,30482812,430487063,2019-03-30,100287799,Rahul,Lovely and stylish place with a great location. Large parking spot in the back that fits a full size pickup truck. Close to the mountains and a great coffee shop. The hosts were very responsive and always looking to help.
193212,25341724,445026568,2019-04-28,60210313,Fran,The cottage is wonderful and the five-star amenities put it over the top. Can’t wait to stay here again.
73090,11507302,96364742,2016-08-22,53361314,Michael,"Gina provided a great home and comfortable environment. The place was clean, cozy and provided plenty of space. "
233967,33877623,460229882,2019-05-28,6016219,Jonathan,"Sunny, artistic, and relaxing space.  The owners' professions in the fine arts are evident in the variety and uniqueness of materials and wall adornments, such as the stone slab kitchen countertops and the neon sculpture in the master bedroom.  Don and Daisy are lovely hosts, and we can't wait until our return stay!"
193908,25455417,554572750,2019-10-26,162593063,Matt,"Hidden away, while being in a great location.  The place was cozy and clean."
5977,732845,29063821,2015-04-03,24309875,Aspen,"John's place is in a great location. Easy walk to downtown and not far from entertainment. 

The house was very spacious and suited myself and my family for the week long visit to Denver. We would happily stay here again! Thanks John! "
244007,38717548,547303680,2019-10-14,12583491,Jonnie,This place was great! Very clean! The bed is super comfortable! Perfect location! Lots to do in the area! We will definitely be back!
128856,18256642,147868517,2017-04-29,32372745,John,The host canceled this reservation 14 days before arrival. This is an automated posting.
159487,21516952,253517970,2018-04-14,86074541,James,"The space is absolutely wonderful. It's comfortable, clean, and in a great neighborhood that's close enough to explore lots on foot. Other hosts should take lessons."
23411,3760606,510185573,2019-08-15,76430300,Amory,"My daughter and I loved this cozy little place. The courtyard was huge and very nice, and the house felt private and secure. We walked just down the road one morning to a great breakfast place. The beds/pillows/bedding were extremely comfortable and the shower was very nice as well. The place was so full of character and made for a fun stay. We loved it!"
103068,15238465,162369429,2017-06-20,121671038,Lauren,"Great location, clean and inviting. Whole Foods right across the street and a $6 uber to get downtown. Can't ask for more! "
123185,17341684,489959253,2019-07-17,23974497,Kirstin,Alex's space is a great place to relax. He is a kind and helpful host. We enjoyed our stay.
198998,26281251,364501675,2018-12-30,6717655,Alex,"Great place, lots of interesting art (some marvelous, others more...esoteric). Conor was a great host, very responsive and helpful. All necessities were well-stocked and everything worked as expected. This is an easy recommendation, and I would book it again."
236936,34840148,459041713,2019-05-26,76824572,Ryan,"Great location near to the airport with modern, updated and comfortable touches in a clean and upcoming neighborhood. Close to restaurants and access to Denver. Highly recommended"
59336,9110814,183597933,2017-08-17,141848163,Phelix,"I stayed at Adam's place for 5 days but it went so fast. The place was nice, quiet and Adam and his wife were very welcoming and friendly . They will help you with any kind of questions and they are great people."
124494,17530389,550966776,2019-10-19,77184127,Erik,Marcus has excellent communication. Check in and out was super easy and quick. The space is very clean with all the things you need for a pleasant stay. The location is phenomenal. Seems like a very nice and safe area. Quick walk to broadway which has basically anything and everything you would need with regards to food and drink. Also a quick trip to the Mile High which was important to us. I will not hesitate to stay again!
39683,6373869,305100434,2018-08-10,113289315,Murray,Ryan's place is extremely close to down town. easy to walk over for conferences. would recommend staying.
80816,12970037,420739086,2019-03-07,50270757,Elizabeth,This space is absolutely amazing!!
95050,14325896,140965699,2017-04-01,121254257,Joseph,Very comfortable house In a quiet neighborhood 
16336,2257217,178068197,2017-08-04,142154058,Brandon,"The room had adequate space and was secluded from the rest of the house with a back entrance for late night returns. The bed was slightly short for me as a 6'2"" man but not uncomfortably so. Comfort wise it was a solid B. Keep in mind there are no private spaces outside the bedroom and the shower bathroom is upstairs and shared with the family (there is a downstairs bathroom that does not have a shower). However the hosts were very friendly and inviting, and seem to take a genuine interest in people. If I return to Denver I'll definitely consider staying there again."
205431,27481744,425682577,2019-03-18,115984228,Ali,Such a neat place to stay while in Denver! Close to everything and in walking distance to downtown!
109826,15846078,152641936,2017-05-17,115078490,Cody,Close to a few restaurants and a good ride downtown. Clean and informational 
190482,24906976,297357898,2018-07-27,74987061,Xavier,you’re getting what you paid for!!  comfortable and adorable this place is great for traveling! Ross and Caren are great hosts and easy to get ahold of if you need something!  
190933,24992798,484905977,2019-07-09,14811046,Anita,Great spot in a fun neighborhood.
110475,15957321,188268455,2017-08-28,22803833,Paul,Great location. Walking distance to some great restaurants. Sarah was great host and very quick on advice and responses!
167812,22280793,334952982,2018-10-10,16822918,Елена,"Very cozy, typical Victorian house, near the Broadway, close to the downtown, thank you for all!"
221272,30564223,503188750,2019-08-05,106347398,Matthew,"Great location, low key space, perfect for a couple nights in city"
53149,8420315,104794293,2016-09-28,85520714,Jisang,"Lori is a wonderful host! I felt right at home. The house/room was super cozy, and the animals were welcoming too. Excellent amenities. I would definitely visit again!!"
216440,29461706,428107638,2019-03-24,91838503,Naveed,The Baxter Estate was the perfect spot for our trip! We had a big group and there was plenty of room and the location was excellent! Ashley was also a huge help and had tons of suggestions! Highly recommend
188008,24541430,542590112,2019-10-06,231360436,Kelly,Lauren and family were amazing and super gracious! Amazing place and people!
171922,22727793,243091425,2018-03-14,111624871,Karlin,"I had a great time in this upscale hostel. Bunks were comfortable, clean and private. The house was uniquely arranged with plenty of comfortable social spaces and little nooks for more private habitation. The 24 hour self serve coffee and espresso bar is a great touch and the numerous food delivery and near by dine out options made for a very enjoyable stay. My  favorite moments were spent outside by the fire place visiting with people from all over the world. I'll be visiting again soon."
10005,1106479,342341308,2018-10-28,44777334,John,Charming city residence.  Great host
216905,29540755,359967860,2018-12-18,45741422,Becca,Great place! Very comfortable for 8!
165575,21975597,504466112,2019-08-07,24088594,Alexander,A cozy basement apartment in a cool part of town!
116870,16601681,368970730,2019-01-08,23241104,James,"Lovely comfortable room, nice touches like drinks/snacks supplied. Welcoming host. Good location and would recommend"
68287,10494162,74575119,2016-05-15,45175085,Steph,"Wes's guest house was our favorite AirBNB so far! The location was great (just a mile walk from virtually anything or a $5 Uber fare). The space was exactly as pictured and described, there was also shampoo, conditioner and lotion provided as well as a few different coffees. The guest house sits behind the host's own home so we had a handful of pleasant interactions with the host and his big dogs- which were big sweethearts. The host was very accommodating with arrival and departure, our flight came and left later at night so it was great to be able to work with him around the odd times. We loved staying in Wes's guest house and hope to stay again!"
29127,4471201,89933788,2016-07-30,63598374,Andy,"The farmhouse is in a great location with a very walkable neighborhood.   10 minutes to down town, 30 to the mountains. 

The house is 100+ years old and is very comfortable, but the floors are worn, a few window panes are cracked, and there are not as many electrical outlets as you'd expect in a newer house.  That said, it kept me warm and dry during some crazy spring storms, and with a box fan in the window, I was comfortable sleeping even on the hottest of summer days. 

Dog park within walking distance and a great fenced in yard. It made it possible to bring my fur-kids with me during the 90 day stay. (May-July)

It felt like home as I packed up to leave. "
89867,13748244,442912393,2019-04-24,57514247,Yayoi,"Cute space in a great neighborhood, close to grocery stores, restaurants, parks, and public transit. All the amenities you need for an extended stay in Denver."
50252,7931953,488070580,2019-07-14,3322908,Sam,"An older home in a nice neighborhood. Don’t expect modern comforts (ie central a/c, comfortable furniture, parking). Large common spaces with a kitchen that has all you’d need. Owner lives on site which prevents use of backyard and requires extra diligence with noise."
146267,20441430,333056028,2018-10-06,30010031,Alex,Very nice stay for our time in Denver!
225225,31566077,445598900,2019-04-29,95490086,Celeste,This was a great airbnb! The location is excellent and the space was a perfect size for our large group. I loved that there was plenty of space and the rooftop deck is wonderful!
11546,1557739,131103445,2017-02-10,49538856,Tee,"You'll feel at home here. Clean, comfortable, affordable and lovely people. "
37500,5990927,319208476,2018-09-05,53474541,Abby,"The location of this adorable, historic apartment is incredible! You have access to the whole city within a few blocks. There are countless breweries and restaurants to try. I recommend getting the Denver Culture Pass or City Pass to see some cool art or see the botanical gardens for a very reasonable price. 

Roger was very communicative and check-in/check-out process was simple. There were even some snacks provided for the weary traveler! I'm so glad we chose this place!"
234257,33962911,506445688,2019-08-10,115840259,Caroline,Lovely modern place spotlessly clean lots of lovely snacks and drinks really lovely place great position
5000,665622,22226405,2014-11-02,17385274,Weiteng,It has the best location. Very convenient for nice restaurants and  place to hangout. Becky always responds to question very instantly. We enjoy our time in this place.
225380,31569131,435874185,2019-04-11,252447535,Liv,"The location of this was EXCELLENT! I was there for a business trip and was able to walk safely to the convention center as well as... pretty much everywhere. It’s conveniently located close to downtown, but just enough outside of it. Also great food and beverage options on the same block. The space itself was great, I need to buy that mattress for my house. The room was very clean and comfortable, along with a private bathroom."
2085,90307,1736979,2012-07-17,1338506,Tracy,I Had a wonderful stay at Doreen's.   Everything was very comfortable and clean and it was in a nice neighborhood right near the park and zoo.  I would definitely stay here again!
169772,22481348,514204444,2019-08-20,159796542,Ameer,"Nice host, private entrance is pretty nice"
199376,26298683,448009481,2019-05-04,87385297,Jason,"Excellent hosts in a really great location.  Samantha did a great job with communicating, and made us feel welcome.  Great value in an expensive city."
169207,22408497,426291031,2019-03-20,249397532,Taylor,"Very accommodating, clean, and friendly hosts"
20882,3425074,492913124,2019-07-21,16667609,Joel,Great location and super clean!
184103,24064731,453777584,2019-05-16,165795749,Amy,"Cute space. Very close to lots of bars and restaurants. Access to a washer and dryer while traveling was great. Steps up to bedroom are a bit steep, and bathroom is on first floor."
168369,22336069,504417074,2019-08-07,126769094,Jessica,Amazing location & sparkling clean. Perfect studio for couples traveling with everything you need. Would highly recommend and stay again!
196356,25918224,470051961,2019-06-15,89593047,Katie,"Where to begin? Natasha’s place was even cuter and more comfy in person than my perception from the pictures. We were able to come and go so conveniently with a separate entrance and easy key code for the door. Street parking was super easy and the location was perfect: not too close to the action to be noisy and crowded, but an easy walk to RiNo, five points, Coors field, etc. The beds were really comfy, the shower was AMAZING. Just a really comfortable stay overall. Would definitely stay here again. Thanks, Natasha!"
75298,12068403,203864098,2017-10-15,75007799,Josh,Place was amazing and in the perfect spot. Extremely walkable to so many awesome places.
133799,18891531,505767994,2019-08-09,227461842,Emily,"Our stay at this place was great. This place is super clean and well taken care of. Everything seemed to be brand new. They left a binder with recommendations for food and drinks which I thought was very helpful. It was me and my husband and two big dogs, that’s as much as I would recommend staying there because anyone more than that it would be too tight. We had trouble with our a/c and unfortunately there wasn’t  anything they could do (my husband does heating and air and recommend they call a guy... the hosts were out of town but I know things like that happen and don’t want to hold it against them) they had really quick response, probably with 10-20 min which I thought was very impressive compared to other places I stayed. I highly recommend this place."
25217,4051568,192665228,2017-09-10,24326009,Steven,"LOCATION: Alyssa's place is quite versatile. If you're looking for something quiet and tucked away in a nice neighborhood, this place is what you're looking for. However, it's also an easy 12 minute walk to the LoHi restaurants and bars if you're looking to stay out late. Plus, a quick inexpensive uber ride will get you and your friends to most Denver neighborhoods (including Rino) if you're looking to venture out of Highlands a bit. 

THE PLACE: The house is bigger than it looks in the photos. There's plenty of space in the main living room to put down two air mattresses. I stayed with 6 guests and there was no feeling of crowdedness. Also, the bedrooms are quite tucked away upstairs from the rest of the house. The outdoor space is big enough for you and your guests to hang out comfortably. The hung globe lights were a nice touch. Lastly, the place was really clean upon arrival. It's obviously been recently updated and remodeled but still maintains that ""homey"" feel my guests and I were looking for.

THE HOST: Alyssa was quickly responsive to each and every email. Checking in and out was an absolute breeze. We needed an early check in and she was more than accommodating. I accidentally left a couple of items behind but Alyssa gladly arranged for me to pick them up without any delay. I'd highly recommend this house for any group visiting Denver, regardless of what kind of trip you're looking for. Will gladly stay again."
202902,26957671,433529161,2019-04-06,43871687,Tania,"This place is Amazing!  Clean, stylish and  with a super comfortable bed. Soaking in the tub after a day of hiking was like heaven.  In walking distance to many restaurants.  
Mariah is an excellent host, very friendly and accommodating with knowledge of the local area.  She went above and beyond making my stay a pleasurable experience.  I will definitely be back!"
27671,4263714,59984314,2016-01-17,34867488,Vinny,This is a great spot to stay at. The hosts were incredibly flexible and allowed me to check in early. The neighborhood is great too. There's a great little coffee shop nearby and public transit is a shirt walk away.
214658,29261204,534585233,2019-09-22,23050056,Nancy,"If you want an excellent location in LoDo Denver, this is it.  Centrally located to get everywhere downtown - Union Station, Coors Field, Milk Block, the arts district (all walkable distances) RiNo, LoHi and light rail all a short distance away.  You can also hit the highway too to head to Red Rocks or the mountains.  The unit had all the amenities needed including gated parking, a washer /dryer and kitchen utensils /appliances.   Vince was super responsive to all our questions or needs!  Thank you Vince for a super stay.   We hope to be back."
1095,39405,8859258,2013-11-22,1030787,Mona,Just as cozy as in the pictures. Gio was very friendly and welcoming. Great location in Denver. Recommended!
92470,13884205,502552536,2019-08-04,270047395,Shaun,"Everything you need to experience Denver. Clean, simple, and affordable. Would definitely recommend this spot to a friend!"
21529,3479122,427475703,2019-03-23,43358962,Carter,"Beautiful place and great location. Watch the youtube video Sam sends, it helps a lot"
6930,787456,7253624,2013-09-13,1965917,Tammy,"Pamela was an absolutely fantastic host! The place was gorgeous, the suite was very clean (and she had some chocolate and strawberries waiting there for us), and the location was in a beautiful neighborhood. From Market Street Station, it's a 20-minute bus ride on 1 bus, and a block and a half walk. Whole Foods and a number of small shops and restaurants were maybe a mile away, and there were a few places within 10 minutes. The Botanic Gardens begin literally across the street, and she lent us her membership card so we could get in. She was happy to chat and tell us all the good places to see and sample, but aware that we might need alone time too, which is the combination you really want for a host. Couldn't recommend her or her house more!"
124423,17530389,409760368,2019-02-08,17518505,Nikolay,"Great stay, and perfectly located for our needs, thank you for hosting us!"
183807,24060173,427465351,2019-03-23,240432919,Niya,"Good location, looks just like pictures. Loud neighbors"
217451,29651605,464082859,2019-06-04,265897943,Jason,"Amazing place, very clean, great location would definitely recommend!"
58573,9032492,507563649,2019-08-11,61712061,Marsha,"Cheryl’s place is perfect, she has thought of every amenity you will ever need and the carriage house is beautiful. 

Will definitely stay here again. 
⭐️⭐️⭐️⭐️⭐️"
31825,4895802,272553936,2018-06-03,101397294,Diane,We love the location!  You can walk to Union Station or the Highlands.  Lots of good restaurants within walking distance.  This is our second stay at this Airbnb.  It is spacious with two bedrooms and two full baths.  Great kitchen.
27635,4263714,32487561,2015-05-18,29295785,Katherine,"We had a great experience here! The house was adorable, airy, and very comfortable. Plus - bonus points for an amazingly sweet and loveable goldendoodle! "
127865,18153418,231506321,2018-02-01,90770539,Elijah,Great stay! Amazing hosts
118945,16895068,314332479,2018-08-26,211553444,Leslie,"Tim and Leslie were very nice and accommodating.  Great house and location.  
"
99741,14932614,132862257,2017-02-19,70865708,Kevin,"I traveled to Denver to do a bit of hiking nearby and to explore Denver itself.  I liked Joe's place and all of his little touches.

This was my first Airbnb experience and it was definitely a positive one.   Joe's place was clean and had everything I may have needed available.   I liked that the backyard was large and had plenty of seating.   I also liked that the water pressure in the shower was strong, better than that of the vast majority of hotels I've stayed.   As an added bonus, Joe had provided a plethora of breakfast items for us, and had a full set of cooking ware as well as a grill.

Joe himself was friendly and responsive.    I changed my plans on a dime and decided to check out a couple days early and Joe stopped by within an hour of me making that decision to help me check out.   He also agreed to refund me for the remainder of the stay.

The place was ""cozy"", or small, if you will, but it worked for our needs - I didn't feel like we needed to stay somewhere with more space.   If I had to nitpick a couple other things, I'd note that the TV was relatively small, relatively far from the couch and didn't have great sound.   I'd also note that the internet didn't seem very fast.   Neither of these were an issue for me as our use of them was minimal.

I'd recommend his place if you plan on visiting Denver with a friend, being out and about and not only exploring Denver itself, but, also driving around to do some other nearby site-seeing."
4596,662431,116801571,2016-12-03,60134310,Katie,"This place was exactly what we needed for our long weekend in Denver! The studio felt like a luxurious hotel room - comfy bed, great bathroom/shower, excellent amenities. We were extremely pleased with our stay. Perfect for one or two people. Two thumbs up! "
123298,17386946,164233966,2017-06-26,85937398,Bryce,The condos are very quiet with a pool right across the parking lot. It's full of good energy and a chill spot to stay. We saw it as a place to shower and sleep more than a spot to hang around. If there's anything we would have changed it would have been more comfortability in terms of the bed and furniture.
173008,22884861,276112649,2018-06-12,35167831,Alex,"We loved this place; it was stylish, modern and spacious. We felt very much at home, and it was in a great location to walk around and take in some of the more up-and-coming spots in the city. Would definitely stay there again!"
189568,24758887,355786069,2018-12-05,228704547,John,One of the best hosts in Denver!
158205,21368214,270914543,2018-05-30,25476168,Eric,Great place. High quality at anaffordable price. Highly recommended for future travelers. 
265,590,2249951,2012-09-10,193324,Todd,Jill is always a welcoming host and I enjoyed my stay.
97639,14672294,221754319,2017-12-27,77139700,Tessa,"This was exactly as pictured.  I found it to be roomy for 5 people to enjoy each others company and also have individual beds to sleep in.  The house was charming and the neighborhood was also very nice.  It was close to everything we wanted to do downtown, but also not too far to go into the mountains for some great Colorado views."
150554,20914531,363021005,2018-12-27,17943837,Tamara,We had a lovely stay at Glen and Camille’s place. The space itself was stylish with ample space and light and plenty of amenities. Communication with them was perfect and the place is in a great location. Would definitely stay again!
12405,1733052,46111537,2015-09-08,26458900,Solveig,Jason and Vibeke were wonderful hosts who helped us a lot getting around. The apartment is really big and super clean and even had beer in the fridge 
12157,1724186,219465121,2017-12-17,31176054,Carol,The hosts are very kind and the place is clean and quiet.  It is just what I needed!
231185,33166053,498372901,2019-07-29,273600589,Phannavone,"There’s not air conditioning in both buildings. The host should provide a small fan or something in both rooms because it was very hot when we were there.The bathroom is only in one building and you have to walk to the main room in the middle of the night. There’s limited privacy, as there is no curtains in all windows. The host were nice and responsive. The place was clean and had needed amenities. The furniture was fashionable and the design was cute."
47998,7780920,466891394,2019-06-09,150457803,Dillon,Clean and cozy place! Zak went above and beyond to make us comfortable for our stay! Would highly recommend!
52356,8372001,183580764,2017-08-17,28981548,Amanda,"Had a great stay at Dan and Emma's place. This was one of the best AirBnB's I've stayed in. The bed was comfy, the room is spacious and everything was very clean. The dogs were friendly and well-behaved. No complaints - I'd stay here again anytime!"
120909,17155851,154887583,2017-05-26,114353947,Lil,"Mark has a nice place. We did not spend much time in the home, we spent it adventuring, but the location was very convenient. Mark is super friendly and was there to answer our questions whenever needed."
58444,9010867,493597887,2019-07-22,252211191,Kim,GREAT location and accommodations!!
166621,22106139,222764952,2017-12-30,93558477,Carrie,"Elizabeth's home was exactly like described. Elizabeth was around when we arrived and helped us get checked in.  Her home was comfortable with many special touches. The beds were comfortable as well. 

I look for cleanliness and safety when searching for homes. Elizabeth's place was very clean and I felt totally safe. The kitchenette had new appliances. New carpet throughout. 

Communication with Elizabeth was great and all the information we needed was available in writing.   I would definitely stay at Elizabeth's place again"
145147,20292902,337287807,2018-10-15,116169555,Michelle,Highly recommend. It’s lovely.
218277,29830102,438074510,2019-04-15,108776771,Emalee,This is one of my favorite places we have stayed. It is in the cutest little town that you can scooter to downtown from so easy to get around so many places shopping entertainment etc. at your fingertips! The space itself was so immaculately decorated. Every little touch was perfect. The communication from hosts was awesome they were so helpful and responsive. We could not have asked for a better experience. Thank you so so much !!!
86058,13447318,545589949,2019-10-12,262511935,Tiffany,"Jessica is a kind and welcoming host. The room is clean, neat and comfortable. Enjoy your stay!"
159365,21486523,264421999,2018-05-13,119604487,Sandy,"Clean, cute and Jim is an extremely responsive host."
155085,21126734,214860898,2017-11-26,152626348,Cecilia,Upon arrival everything was as promised. Easy to follow instructions. Beer in the fridge (a plus). Within walking distance to all good eateries. Safe neighborhood. 24 hr fitness across the street. Would stay again .
175060,23092127,497722056,2019-07-28,34532970,James,Perfect location and great place to stay while enjoying Denver. Great host and amenities!
42932,6954236,192639098,2017-09-10,61277327,Chelsea,Great house for a group. Jared was a wonderful host and took care of my friends and I like family.
2386,98008,65399350,2016-03-13,2907047,Matt,"Thanks to Jim for his generous hospitality and great conversations! The house is in a great location, and beautiful inside and out. It's easy and safe to walk to everything you'd want in Denver. I felt totally at home and would love to return. "
120972,17155851,219527347,2017-12-17,600140,Diana,"Mark’s bungalow was the perfect stay for 4 people in RiNo!! Very close to amazing restaurants and bars, super clean, cozy and comfortable. Would recommend to anyone looking for a place to stay in Denver!"
57137,8860548,498490056,2019-07-29,49522719,Kim,"Super stylish place (the pics do not do it justice!) that made me feel super cozy and at home with really thoughtful touches like some snacks and a bottle of wine. Awesome location, too! Loved that part of Denver."
73047,11482047,357817427,2018-12-11,142522534,Garrett,Great place located downtown and a really great price!
139602,19548421,556870247,2019-10-30,31198205,Emma,"Stefani's place had everything we needed: washer/dryer, iron, coffee maker, etc. It was so clean and cozy. The neighborhood is wonderful with plenty of stuff around to do. We would come here again."
187595,24493881,554061215,2019-10-25,35336270,Michael,"Clean place, great price, convenient location."
53067,8411050,256448492,2018-04-22,71293523,Ryan,Good place to stay
142173,19873257,365750966,2019-01-01,176766515,Danielle,Looks just like the pictures and has such a nice Colorado atmosphere. Perfect for a couple who loves to be close to each other. Always had parking on the side of the street. Only $8-$13 to Downtown Denver via Lyft. Close to some little markets. Owners answered all of my questions. And they had all the essentials. Super cozy bed too. Would stay here again!
168365,22336069,496642616,2019-07-27,8502788,Jane,Cozy space in a great location! Would recommend.
100169,14962333,145273502,2017-04-17,19570222,Margeaux,The host canceled this reservation 2 days before arrival. This is an automated posting.
210667,28439866,354428706,2018-12-01,91644978,Patricio,Excelente todo¡¡¡
140497,19671778,265285035,2018-05-16,22098791,Jan,Very clean and close to airport.   Very kind hosts.
229127,32470069,464085022,2019-06-04,71538389,Nola,Such a dope vibe!! Would def recommend!
161596,21684842,559701814,2019-11-04,133017186,Debra,Place is clean and comfortable.  great shower head
173432,22922557,345707556,2018-11-05,22860828,Ethan,"CJ's place was a great spot for us! The washer and dryer was a nice-to-have, and the location provided easy access to the downtown area.

I would definitely stay at CJ's place again!"
218092,29772590,408204413,2019-02-03,53636080,Elle,Great place for a quick stop in Denver.
128215,18194436,158845047,2017-06-08,133249004,Jim,Jason is a very nice and respectable young man. The room we stayed in was very clean and comfortable. My wife and I will definitely stay again when we have have plans on staying overnight in Denver. 
87279,13494022,139828824,2017-03-26,122566853,Tracy,Ideal location.  
12040,1637744,403418159,2019-01-20,216368470,Riccio,"I spent 3 months in Denver, Jennifer is the best host I could ever find. Kind, polite, she helped me in every aspect during my permanence in Denver. There are no words to describe her courtesy towards her guests! Greatest host!"
20895,3425074,529344972,2019-09-14,7570561,Lisa,Great location- and the room was perfect for me!  Thanks Kimberly!
161833,21725586,500828587,2019-08-02,253282811,Carlee,Nice area close to downtown! Highly suggest renting a car to get around and to do stuff outside the Denver area.
158860,21435378,362565342,2018-12-26,690056,Brandy,Matt's place was very clean and met all of our expectations.
21072,3458369,308609334,2018-08-16,82731137,Ira,"This place is amazing, better than we expected. Can’t wait to come back. We especially loved the location!  Jamie was a wonderful host! "
60292,9201317,136004876,2017-03-07,112257842,Rhiannon,"Allison was very nice, accommodating to our schedule, and gave great recommendations for things to do in Denver. Her home was comfortable and in a good central location. We really enjoyed our stay!"
49351,7912052,164823806,2017-06-29,136467353,Enrique,Nice cozy place very nice generous people.
