,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,y,education_bucket
19078,52,services,divorced,basic.6y,no,yes,no,cellular,aug,tue,138,0,basic
19079,53,technician,married,high.school,no,yes,no,cellular,aug,tue,231,0,intermediate
19080,53,technician,married,high.school,no,yes,no,cellular,aug,tue,105,0,intermediate
19081,53,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,238,0,basic
19082,33,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,178,0,advanced
19083,34,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,278,0,advanced
19084,40,technician,married,professional.course,no,no,no,cellular,aug,tue,156,0,advanced
19085,44,admin.,married,basic.4y,,yes,yes,cellular,aug,tue,286,0,basic
19086,53,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,334,0,basic
19087,44,admin.,married,basic.4y,,yes,no,cellular,aug,tue,222,0,basic
19088,30,,married,university.degree,no,yes,no,cellular,aug,tue,95,0,advanced
19089,35,,married,basic.9y,no,yes,no,cellular,aug,tue,148,0,basic
19090,59,admin.,married,university.degree,no,yes,no,cellular,aug,tue,177,0,advanced
19091,34,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,104,0,advanced
19092,32,admin.,single,high.school,no,yes,no,cellular,aug,tue,195,0,intermediate
19093,56,admin.,married,high.school,,yes,no,cellular,aug,tue,182,0,intermediate
19094,41,housemaid,married,basic.6y,no,no,no,cellular,aug,tue,56,0,basic
19095,32,technician,single,university.degree,no,no,no,cellular,aug,tue,68,0,advanced
19096,32,technician,single,university.degree,no,yes,no,cellular,aug,tue,297,0,advanced
19097,44,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,720,1,basic
19098,44,technician,married,university.degree,no,yes,no,cellular,aug,tue,231,0,advanced
19099,49,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,126,0,advanced
19100,44,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,67,0,basic
19101,33,technician,married,university.degree,no,yes,no,cellular,aug,tue,316,0,advanced
19102,49,admin.,married,university.degree,,yes,no,cellular,aug,tue,202,0,advanced
19103,33,admin.,married,university.degree,no,no,yes,cellular,aug,tue,149,0,advanced
19104,32,technician,married,university.degree,no,yes,no,cellular,aug,tue,168,0,advanced
19105,52,services,divorced,basic.6y,no,yes,no,cellular,aug,tue,683,0,basic
19106,31,technician,single,professional.course,no,yes,no,cellular,aug,tue,176,0,advanced
19107,50,blue-collar,married,basic.4y,,yes,no,cellular,aug,tue,66,0,basic
19108,31,technician,single,professional.course,no,yes,no,cellular,aug,tue,935,1,advanced
19109,45,technician,married,professional.course,,no,no,cellular,aug,tue,320,0,advanced
19110,43,technician,single,professional.course,no,no,no,cellular,aug,tue,165,0,advanced
19111,49,services,married,high.school,,no,no,cellular,aug,tue,241,0,intermediate
19112,35,admin.,single,university.degree,no,no,no,cellular,aug,tue,199,0,advanced
19113,52,technician,married,professional.course,,yes,no,cellular,aug,tue,622,0,advanced
19114,49,services,married,high.school,no,yes,no,cellular,aug,tue,158,0,intermediate
19115,43,admin.,married,university.degree,no,yes,no,cellular,aug,tue,531,1,advanced
19116,42,technician,divorced,university.degree,no,yes,no,cellular,aug,tue,141,0,advanced
19117,49,admin.,married,university.degree,no,no,yes,cellular,aug,tue,414,0,advanced
19118,38,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,339,0,advanced
19119,42,admin.,married,university.degree,no,no,no,cellular,aug,tue,68,0,advanced
19120,46,admin.,married,university.degree,,no,no,cellular,aug,tue,123,0,advanced
19121,41,admin.,married,university.degree,no,no,no,cellular,aug,tue,766,1,advanced
19122,41,technician,married,university.degree,no,yes,no,cellular,aug,tue,27,0,advanced
19123,37,admin.,married,university.degree,no,no,no,cellular,aug,tue,85,0,advanced
19124,33,,married,,,yes,no,cellular,aug,tue,229,0,
19125,36,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,112,0,advanced
19126,46,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,tue,704,0,basic
19127,37,management,married,university.degree,no,no,no,cellular,aug,tue,104,0,advanced
19128,37,management,married,university.degree,no,yes,no,cellular,aug,tue,409,0,advanced
19129,53,blue-collar,married,basic.4y,,yes,no,cellular,aug,tue,106,0,basic
19130,42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1311,1,advanced
19131,37,admin.,single,professional.course,no,no,no,cellular,aug,tue,223,0,advanced
19132,46,technician,married,professional.course,no,no,yes,cellular,aug,tue,166,0,advanced
19133,58,technician,married,professional.course,,no,no,cellular,aug,tue,287,0,advanced
19134,35,technician,single,professional.course,no,yes,no,cellular,aug,tue,109,0,advanced
19135,32,housemaid,married,professional.course,no,yes,yes,cellular,aug,tue,291,0,advanced
19136,39,unemployed,divorced,university.degree,,no,no,cellular,aug,tue,307,0,advanced
19137,40,technician,married,professional.course,no,no,no,cellular,aug,tue,451,0,advanced
19138,32,unemployed,married,university.degree,no,yes,no,cellular,aug,tue,33,0,advanced
19139,45,admin.,married,university.degree,,no,no,cellular,aug,tue,239,0,advanced
19140,57,housemaid,married,,no,no,no,cellular,aug,tue,318,0,
19141,42,admin.,married,university.degree,no,no,no,cellular,aug,tue,101,0,advanced
19142,52,admin.,married,high.school,no,no,no,cellular,aug,tue,80,0,intermediate
19143,44,technician,divorced,university.degree,,no,no,cellular,aug,tue,117,0,advanced
19144,49,blue-collar,married,high.school,no,no,no,cellular,aug,tue,193,0,intermediate
19145,36,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,153,0,basic
19146,51,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,132,0,basic
19147,49,services,married,high.school,no,no,no,cellular,aug,tue,203,0,intermediate
19148,49,services,married,high.school,no,no,no,cellular,aug,tue,344,0,intermediate
19149,49,services,married,high.school,no,yes,no,cellular,aug,tue,197,0,intermediate
19150,50,self-employed,married,basic.4y,,no,no,telephone,aug,tue,112,0,basic
19151,35,technician,divorced,professional.course,no,no,no,cellular,aug,tue,101,0,advanced
19152,43,admin.,married,university.degree,,yes,no,cellular,aug,tue,1332,1,advanced
19153,54,technician,divorced,university.degree,no,no,no,cellular,aug,tue,155,0,advanced
19154,40,admin.,married,university.degree,no,no,no,cellular,aug,tue,618,1,advanced
19155,30,admin.,single,university.degree,no,no,no,cellular,aug,tue,1110,0,advanced
19156,40,admin.,married,university.degree,no,no,yes,cellular,aug,tue,445,0,advanced
19157,45,technician,married,professional.course,,yes,yes,cellular,aug,tue,504,0,advanced
19158,35,admin.,married,university.degree,no,yes,no,cellular,aug,tue,385,0,advanced
19159,52,technician,married,professional.course,no,yes,no,cellular,aug,tue,425,0,advanced
19160,38,technician,married,high.school,no,no,no,cellular,aug,tue,134,0,intermediate
19161,43,entrepreneur,married,professional.course,no,no,no,cellular,aug,tue,56,0,advanced
19162,35,technician,married,high.school,no,no,no,cellular,aug,tue,121,0,intermediate
19163,41,,married,,no,yes,no,cellular,aug,tue,214,0,
19164,30,admin.,married,university.degree,no,no,yes,cellular,aug,tue,129,0,advanced
19165,35,admin.,married,university.degree,no,yes,no,cellular,aug,tue,146,0,advanced
19166,37,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue,211,0,advanced
19167,35,technician,single,professional.course,no,no,no,cellular,aug,tue,513,0,advanced
19168,45,blue-collar,married,,,no,no,cellular,aug,tue,371,0,
19169,32,admin.,single,university.degree,no,yes,no,cellular,aug,tue,419,1,advanced
19170,37,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,210,0,advanced
19171,46,housemaid,married,basic.9y,no,yes,no,cellular,aug,tue,459,0,basic
19172,37,management,married,university.degree,no,yes,no,cellular,aug,tue,263,0,advanced
19173,35,admin.,single,university.degree,no,no,no,cellular,aug,tue,332,0,advanced
19174,34,blue-collar,married,professional.course,no,no,yes,cellular,aug,tue,150,0,advanced
19175,52,technician,married,professional.course,,no,no,cellular,aug,tue,131,0,advanced
19176,34,admin.,married,university.degree,,no,no,cellular,aug,tue,1227,1,advanced
19177,51,admin.,married,university.degree,,yes,no,cellular,aug,tue,507,0,advanced
19178,50,admin.,married,university.degree,no,yes,no,cellular,aug,tue,608,0,advanced
19179,38,housemaid,married,university.degree,no,yes,no,cellular,aug,tue,295,0,advanced
19180,51,admin.,married,high.school,no,no,no,cellular,aug,tue,178,0,intermediate
19181,51,admin.,married,university.degree,,yes,no,cellular,aug,tue,147,0,advanced
19182,48,housemaid,married,basic.4y,,yes,yes,cellular,aug,tue,307,0,basic
19183,40,technician,married,professional.course,no,yes,no,cellular,aug,tue,109,0,advanced
19184,59,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,1197,0,basic
19185,48,admin.,married,university.degree,,yes,no,cellular,aug,tue,1208,1,advanced
19186,47,blue-collar,married,basic.6y,,yes,no,cellular,aug,tue,78,0,basic
19187,36,admin.,married,university.degree,no,yes,no,cellular,aug,tue,223,0,advanced
19188,48,blue-collar,married,professional.course,no,yes,no,cellular,aug,tue,996,0,advanced
19189,45,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,92,0,basic
19190,57,retired,married,high.school,no,no,no,cellular,aug,wed,115,0,intermediate
19191,48,technician,divorced,professional.course,no,yes,no,cellular,aug,wed,78,0,advanced
19192,44,self-employed,married,professional.course,no,yes,no,telephone,aug,wed,116,0,advanced
19193,45,admin.,married,university.degree,no,yes,no,cellular,aug,wed,314,0,advanced
19194,53,admin.,married,university.degree,no,no,no,cellular,aug,wed,384,0,advanced
19195,33,housemaid,single,university.degree,,yes,no,cellular,aug,wed,46,0,advanced
19196,46,blue-collar,married,basic.4y,,yes,no,cellular,aug,wed,1357,1,basic
19197,44,admin.,married,basic.4y,,yes,no,cellular,aug,wed,125,0,basic
19198,44,admin.,married,university.degree,,yes,yes,cellular,aug,wed,376,0,advanced
19199,34,technician,single,university.degree,no,yes,yes,cellular,aug,wed,455,1,advanced
19200,41,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,146,0,advanced
19201,31,technician,single,professional.course,no,no,no,cellular,aug,wed,81,0,advanced
19202,36,technician,married,high.school,no,yes,no,cellular,aug,wed,205,0,intermediate
19203,46,blue-collar,divorced,professional.course,no,yes,no,cellular,aug,wed,192,0,advanced
19204,58,retired,married,university.degree,,yes,yes,cellular,aug,wed,269,0,advanced
19205,53,services,married,high.school,no,yes,no,cellular,aug,wed,406,1,intermediate
19206,32,technician,single,professional.course,no,no,no,cellular,aug,wed,103,0,advanced
19207,58,housemaid,married,basic.4y,no,no,no,cellular,aug,wed,84,0,basic
19208,46,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,175,0,basic
19209,37,management,married,university.degree,no,no,no,cellular,aug,wed,902,1,advanced
19210,46,admin.,married,university.degree,no,no,no,cellular,aug,wed,273,0,advanced
19211,31,management,married,university.degree,no,no,yes,cellular,aug,wed,92,0,advanced
19212,31,management,married,university.degree,no,no,no,cellular,aug,wed,347,0,advanced
19213,38,technician,married,professional.course,no,no,yes,cellular,aug,wed,120,0,advanced
19214,45,self-employed,married,basic.9y,no,no,no,cellular,aug,wed,80,0,basic
19215,32,technician,married,professional.course,no,no,no,cellular,aug,wed,153,0,advanced
19216,30,admin.,single,university.degree,no,yes,no,cellular,aug,wed,218,0,advanced
19217,32,admin.,single,university.degree,,yes,yes,cellular,aug,wed,43,0,advanced
19218,32,admin.,single,university.degree,,no,no,cellular,aug,wed,174,0,advanced
19219,44,blue-collar,married,,no,yes,no,cellular,aug,wed,140,0,
19220,47,services,married,high.school,,yes,no,cellular,aug,wed,277,0,intermediate
19221,38,admin.,married,university.degree,no,no,no,cellular,aug,wed,898,0,advanced
19222,51,technician,married,high.school,,,,cellular,aug,wed,637,1,intermediate
19223,46,admin.,married,high.school,no,,,cellular,aug,wed,251,0,intermediate
19224,31,technician,single,high.school,no,no,no,cellular,aug,wed,71,0,intermediate
19225,53,management,married,university.degree,no,yes,no,cellular,aug,wed,115,0,advanced
19226,32,admin.,single,university.degree,no,no,no,cellular,aug,wed,142,0,advanced
19227,39,technician,single,university.degree,no,yes,no,cellular,aug,wed,224,0,advanced
19228,39,technician,single,university.degree,no,no,no,cellular,aug,wed,254,0,advanced
19229,45,technician,married,professional.course,,no,no,cellular,aug,wed,128,0,advanced
19230,46,blue-collar,married,basic.9y,,no,no,cellular,aug,wed,189,0,basic
19231,31,admin.,married,professional.course,no,yes,no,cellular,aug,wed,90,0,advanced
19232,45,blue-collar,married,basic.6y,,yes,no,cellular,aug,wed,134,0,basic
19233,48,services,married,high.school,,yes,yes,cellular,aug,wed,190,0,intermediate
19234,45,blue-collar,married,basic.6y,,yes,yes,cellular,aug,wed,165,0,basic
19235,30,admin.,single,university.degree,no,yes,no,cellular,aug,wed,89,0,advanced
19236,49,housemaid,married,basic.4y,,yes,no,cellular,aug,wed,311,0,basic
19237,42,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,81,0,advanced
19238,49,housemaid,married,basic.4y,,yes,no,cellular,aug,wed,501,1,basic
19239,52,technician,married,high.school,no,yes,yes,cellular,aug,wed,165,0,intermediate
19240,44,unemployed,married,high.school,,yes,no,cellular,aug,wed,209,0,intermediate
19241,39,technician,single,university.degree,no,no,no,cellular,aug,wed,50,0,advanced
19242,56,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,58,0,basic
19243,30,admin.,single,university.degree,no,yes,no,cellular,aug,wed,182,0,advanced
19244,32,technician,single,professional.course,no,yes,no,cellular,aug,wed,499,0,advanced
19245,32,technician,single,professional.course,no,no,no,cellular,aug,wed,720,1,advanced
19246,34,admin.,married,university.degree,no,no,no,cellular,aug,wed,224,0,advanced
19247,31,technician,single,high.school,no,yes,yes,cellular,aug,wed,113,0,intermediate
19248,32,technician,single,professional.course,no,yes,yes,cellular,aug,wed,952,1,advanced
19249,31,blue-collar,single,basic.9y,no,no,no,cellular,aug,wed,38,0,basic
19250,51,admin.,married,high.school,no,yes,no,cellular,aug,wed,81,0,intermediate
19251,33,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,102,0,advanced
19252,33,admin.,single,university.degree,no,no,no,cellular,aug,wed,184,0,advanced
19253,49,unemployed,married,professional.course,,yes,no,cellular,aug,wed,397,1,advanced
19254,46,self-employed,married,basic.9y,,yes,yes,cellular,aug,wed,102,0,basic
19255,41,technician,married,high.school,no,yes,no,cellular,aug,wed,159,0,intermediate
19256,32,technician,single,professional.course,no,yes,no,cellular,aug,wed,117,0,advanced
19257,31,admin.,single,university.degree,no,yes,no,cellular,aug,wed,194,0,advanced
19258,32,technician,single,professional.course,no,yes,no,cellular,aug,wed,281,0,advanced
19259,37,self-employed,married,university.degree,no,yes,yes,cellular,aug,wed,585,0,advanced
19260,52,technician,married,professional.course,,no,no,cellular,aug,wed,139,0,advanced
19261,52,technician,married,professional.course,,no,no,cellular,aug,wed,244,0,advanced
19262,52,technician,married,professional.course,,no,no,cellular,aug,wed,219,0,advanced
19263,40,admin.,divorced,university.degree,no,yes,yes,cellular,aug,wed,65,0,advanced
19264,40,admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,71,0,advanced
19265,55,technician,married,university.degree,no,no,yes,cellular,aug,wed,358,0,advanced
19266,55,admin.,married,university.degree,,no,no,cellular,aug,wed,163,0,advanced
19267,36,technician,divorced,professional.course,no,yes,yes,cellular,aug,wed,81,0,advanced
19268,50,admin.,divorced,high.school,,no,no,cellular,aug,wed,64,0,intermediate
19269,50,admin.,divorced,high.school,,no,yes,cellular,aug,wed,359,0,intermediate
19270,32,technician,married,high.school,,no,no,cellular,aug,wed,211,0,intermediate
19271,37,technician,single,high.school,no,yes,no,cellular,aug,wed,133,0,intermediate
19272,46,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,131,0,basic
19273,50,technician,married,professional.course,no,no,no,cellular,aug,wed,467,0,advanced
19274,29,technician,single,university.degree,no,yes,yes,cellular,aug,wed,225,0,advanced
19275,41,technician,married,high.school,no,no,no,cellular,aug,wed,91,0,intermediate
19276,37,technician,single,high.school,no,yes,yes,cellular,aug,wed,763,1,intermediate
19277,31,technician,married,professional.course,no,yes,yes,cellular,aug,wed,184,0,advanced
19278,31,admin.,married,university.degree,no,,,cellular,aug,wed,122,0,advanced
19279,33,technician,married,university.degree,no,no,no,cellular,aug,wed,123,0,advanced
19280,48,admin.,married,high.school,no,yes,no,cellular,aug,wed,103,0,intermediate
19281,31,management,married,university.degree,no,yes,yes,cellular,aug,wed,649,1,advanced
19282,50,admin.,single,university.degree,no,yes,no,cellular,aug,wed,88,0,advanced
19283,47,blue-collar,married,basic.6y,,no,no,cellular,aug,wed,89,0,basic
19284,51,technician,married,professional.course,no,no,no,cellular,aug,wed,221,0,advanced
19285,31,admin.,single,university.degree,no,no,yes,cellular,aug,wed,126,0,advanced
19286,31,admin.,single,university.degree,no,yes,no,cellular,aug,wed,166,0,advanced
19287,34,technician,single,university.degree,no,no,no,cellular,aug,wed,165,0,advanced
19288,42,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,68,0,advanced
19289,42,admin.,married,university.degree,no,yes,no,cellular,aug,wed,127,0,advanced
19290,53,technician,married,high.school,no,yes,no,cellular,aug,wed,169,0,intermediate
19291,53,technician,married,high.school,no,yes,no,cellular,aug,wed,78,0,intermediate
19292,40,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,302,0,advanced
19293,50,unemployed,married,high.school,,yes,yes,cellular,aug,wed,400,0,intermediate
19294,31,admin.,single,university.degree,no,yes,no,cellular,aug,wed,375,0,advanced
19295,53,technician,married,high.school,no,yes,no,cellular,aug,wed,329,0,intermediate
19296,48,blue-collar,married,professional.course,no,yes,no,cellular,aug,wed,119,0,advanced
19297,37,technician,single,professional.course,no,no,no,cellular,aug,wed,341,0,advanced
19298,38,admin.,single,high.school,no,yes,no,cellular,aug,wed,246,0,intermediate
19299,38,admin.,single,high.school,no,no,no,cellular,aug,wed,181,0,intermediate
19300,39,admin.,single,university.degree,no,no,no,cellular,aug,wed,127,0,advanced
19301,33,technician,married,high.school,,no,yes,cellular,aug,wed,212,0,intermediate
19302,31,admin.,married,university.degree,no,yes,no,cellular,aug,wed,547,1,advanced
19303,46,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,124,0,basic
19304,59,housemaid,married,basic.4y,,no,no,cellular,aug,wed,148,0,basic
19305,48,,married,,no,yes,no,cellular,aug,wed,174,0,
19306,31,technician,single,high.school,no,yes,no,cellular,aug,wed,113,0,intermediate
19307,42,admin.,married,university.degree,no,no,no,cellular,aug,wed,68,0,advanced
19308,31,technician,single,high.school,no,no,no,cellular,aug,wed,232,0,intermediate
19309,57,blue-collar,married,,,yes,no,cellular,aug,wed,376,0,
19310,35,technician,married,professional.course,no,no,no,cellular,aug,wed,199,0,advanced
19311,48,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,179,0,advanced
19312,42,admin.,married,university.degree,no,no,no,cellular,aug,wed,150,0,advanced
19313,39,admin.,single,university.degree,no,yes,no,cellular,aug,wed,2191,0,advanced
19314,57,retired,married,basic.4y,,no,no,cellular,aug,wed,185,0,basic
19315,32,technician,married,professional.course,no,yes,no,cellular,aug,wed,166,0,advanced
19316,44,technician,married,professional.course,,,,cellular,aug,wed,275,0,advanced
19317,34,admin.,married,university.degree,,no,no,cellular,aug,wed,388,0,advanced
19318,53,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,165,0,basic
19319,55,retired,married,basic.4y,,yes,yes,cellular,aug,wed,89,0,basic
19320,59,housemaid,married,basic.4y,,yes,no,cellular,aug,wed,111,0,basic
19321,46,blue-collar,divorced,professional.course,no,yes,no,cellular,aug,wed,254,0,advanced
19322,50,unemployed,married,high.school,,yes,no,cellular,aug,wed,344,0,intermediate
19323,46,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,1044,1,basic
19324,33,technician,single,professional.course,no,yes,no,cellular,aug,wed,90,0,advanced
19325,33,technician,single,professional.course,no,yes,no,cellular,aug,wed,244,0,advanced
19326,33,technician,single,professional.course,no,yes,no,cellular,aug,wed,84,0,advanced
19327,33,technician,single,professional.course,no,yes,no,cellular,aug,wed,290,0,advanced
19328,33,technician,single,professional.course,no,yes,no,cellular,aug,wed,136,0,advanced
19329,51,technician,married,professional.course,,yes,no,cellular,aug,wed,365,0,advanced
19330,47,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,384,0,basic
19331,33,technician,single,professional.course,no,no,no,cellular,aug,wed,732,0,advanced
19332,51,admin.,single,university.degree,,yes,no,cellular,aug,wed,168,0,advanced
19333,52,technician,divorced,university.degree,no,yes,yes,cellular,aug,wed,100,0,advanced
19334,47,admin.,married,high.school,,yes,no,cellular,aug,wed,136,0,intermediate
19335,51,admin.,married,high.school,no,no,no,cellular,aug,wed,301,0,intermediate
19336,31,technician,single,university.degree,no,no,no,cellular,aug,wed,118,0,advanced
19337,31,technician,single,university.degree,no,,,cellular,aug,wed,184,0,advanced
19338,29,technician,single,university.degree,no,yes,yes,cellular,aug,wed,44,0,advanced
19339,45,retired,married,basic.9y,no,yes,no,cellular,aug,wed,45,0,basic
19340,31,technician,single,university.degree,no,yes,no,cellular,aug,wed,411,0,advanced
19341,43,admin.,married,university.degree,,yes,no,cellular,aug,wed,120,0,advanced
19342,56,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,188,0,basic
19343,52,technician,single,professional.course,no,yes,no,cellular,aug,wed,72,0,advanced
19344,49,admin.,divorced,university.degree,no,no,no,cellular,aug,wed,128,0,advanced
19345,51,entrepreneur,married,basic.9y,no,no,no,cellular,aug,wed,135,0,basic
19346,51,entrepreneur,married,basic.9y,no,no,no,cellular,aug,wed,90,0,basic
19347,56,retired,married,basic.4y,,yes,no,cellular,aug,wed,102,0,basic
19348,48,admin.,married,professional.course,no,no,no,cellular,aug,wed,265,0,advanced
19349,56,retired,married,basic.4y,,yes,no,cellular,aug,wed,198,0,basic
19350,41,admin.,divorced,high.school,no,no,no,cellular,aug,wed,170,0,intermediate
19351,33,technician,married,university.degree,no,yes,no,cellular,aug,wed,312,0,advanced
19352,44,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,438,0,basic
19353,45,retired,married,basic.9y,no,yes,no,cellular,aug,wed,601,0,basic
19354,45,blue-collar,married,basic.4y,,no,no,cellular,aug,wed,83,0,basic
19355,35,admin.,married,university.degree,no,yes,no,cellular,aug,wed,39,0,advanced
19356,45,blue-collar,married,basic.4y,,no,no,cellular,aug,wed,163,0,basic
19357,45,blue-collar,married,basic.4y,,no,no,cellular,aug,wed,131,0,basic
19358,58,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,127,0,basic
19359,37,management,married,university.degree,,no,no,cellular,aug,wed,168,0,advanced
19360,46,blue-collar,married,high.school,no,no,no,cellular,aug,wed,64,0,intermediate
19361,47,blue-collar,married,basic.6y,,yes,no,cellular,aug,wed,55,0,basic
19362,59,technician,married,professional.course,no,no,no,cellular,aug,wed,378,0,advanced
19363,55,admin.,married,university.degree,,no,yes,cellular,aug,wed,308,0,advanced
19364,31,admin.,single,university.degree,no,yes,no,cellular,aug,wed,432,0,advanced
19365,56,retired,married,basic.4y,no,yes,no,cellular,aug,wed,240,0,basic
19366,31,technician,single,professional.course,no,yes,no,telephone,aug,wed,115,0,advanced
19367,45,technician,married,professional.course,no,no,no,cellular,aug,wed,851,0,advanced
19368,59,housemaid,married,basic.4y,,no,no,cellular,aug,wed,291,0,basic
19369,31,technician,married,university.degree,no,yes,no,cellular,aug,wed,224,0,advanced
19370,60,blue-collar,married,basic.4y,,yes,no,cellular,aug,wed,165,0,basic
19371,52,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,126,0,basic
19372,37,admin.,married,university.degree,no,no,no,cellular,aug,wed,996,1,advanced
19373,34,technician,married,university.degree,no,yes,yes,cellular,aug,wed,83,0,advanced
19374,51,technician,married,high.school,,no,no,cellular,aug,wed,108,0,intermediate
19375,36,self-employed,married,basic.4y,,yes,no,cellular,aug,wed,175,0,basic
19376,50,admin.,married,university.degree,no,no,no,cellular,aug,wed,536,0,advanced
19377,44,technician,divorced,professional.course,no,yes,no,cellular,aug,wed,1552,1,advanced
19378,48,blue-collar,married,,no,yes,yes,cellular,aug,wed,742,1,
19379,54,technician,married,professional.course,no,no,no,cellular,aug,wed,171,0,advanced
19380,48,admin.,married,university.degree,no,yes,no,cellular,aug,wed,203,0,advanced
19381,41,admin.,single,university.degree,,yes,yes,cellular,aug,wed,132,0,advanced
19382,42,management,married,high.school,no,no,no,cellular,aug,wed,588,0,intermediate
19383,34,,married,,,no,no,cellular,aug,wed,245,0,
19384,46,admin.,single,university.degree,no,,,cellular,aug,wed,311,0,advanced
19385,37,technician,single,professional.course,no,no,yes,cellular,aug,wed,175,0,advanced
19386,30,admin.,single,university.degree,no,yes,no,cellular,aug,wed,72,0,advanced
19387,47,management,married,university.degree,no,yes,no,cellular,aug,wed,101,0,advanced
19388,34,admin.,single,university.degree,,yes,no,cellular,aug,wed,184,0,advanced
19389,34,admin.,single,university.degree,,no,no,cellular,aug,wed,147,0,advanced
19390,45,admin.,divorced,high.school,no,yes,yes,cellular,aug,wed,192,0,intermediate
19391,36,technician,single,professional.course,no,no,no,cellular,aug,wed,275,0,advanced
19392,46,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,269,0,basic
19393,41,technician,married,high.school,no,no,no,cellular,aug,wed,209,0,intermediate
19394,32,admin.,single,university.degree,no,no,no,cellular,aug,wed,130,0,advanced
19395,34,admin.,married,professional.course,no,yes,no,cellular,aug,wed,276,0,advanced
19396,37,management,married,university.degree,no,yes,no,cellular,aug,wed,54,0,advanced
19397,33,entrepreneur,married,university.degree,no,no,no,cellular,aug,wed,83,0,advanced
19398,37,management,married,university.degree,no,yes,no,cellular,aug,wed,160,0,advanced
19399,32,admin.,single,university.degree,,yes,no,cellular,aug,wed,459,0,advanced
19400,37,admin.,married,university.degree,,no,no,cellular,aug,wed,739,1,advanced
19401,42,admin.,married,university.degree,no,no,no,cellular,aug,wed,21,0,advanced
19402,35,admin.,married,university.degree,no,yes,no,cellular,aug,wed,252,0,advanced
19403,46,management,married,high.school,no,no,no,cellular,aug,wed,322,0,intermediate
19404,43,technician,married,professional.course,,no,no,cellular,aug,wed,54,0,advanced
19405,58,retired,married,professional.course,no,yes,no,cellular,aug,wed,406,0,advanced
19406,32,technician,single,university.degree,no,yes,no,cellular,aug,wed,127,0,advanced
19407,30,admin.,married,university.degree,no,yes,no,cellular,aug,wed,395,0,advanced
19408,42,admin.,single,university.degree,no,no,no,cellular,aug,wed,286,0,advanced
19409,57,blue-collar,married,basic.6y,no,no,no,cellular,aug,wed,433,0,basic
19410,43,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,57,0,advanced
19411,59,retired,married,high.school,no,no,no,cellular,aug,wed,292,0,intermediate
19412,48,admin.,married,high.school,,no,no,cellular,aug,wed,562,0,intermediate
19413,34,admin.,divorced,high.school,no,no,no,cellular,aug,wed,176,0,intermediate
19414,53,technician,single,professional.course,no,no,no,cellular,aug,wed,293,0,advanced
19415,54,retired,married,high.school,no,no,no,cellular,aug,wed,543,0,intermediate
19416,42,technician,married,professional.course,no,yes,no,cellular,aug,wed,685,0,advanced
19417,33,technician,married,high.school,no,yes,yes,cellular,aug,wed,45,0,intermediate
19418,45,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,61,0,basic
19419,35,self-employed,married,basic.4y,,,,cellular,aug,wed,227,0,basic
19420,43,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,79,0,advanced
19421,37,admin.,married,university.degree,no,no,no,cellular,aug,wed,426,0,advanced
19422,31,services,married,professional.course,,no,yes,cellular,aug,wed,80,0,advanced
19423,33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,236,0,advanced
